10801408,2895104,16047360,,
10816512,2921728,16087040,,
10835968,2953472,16108032,,
10748160,2868736,16033024,,
10682368,2857728,16011264,,
10683904,2844928,16003328,,
10687488,2865408,16022272,,
10686720,2854144,16017664,,
10715136,2853632,16012288,,
10688512,2885376,16012800,,
10698240,2877952,15997184,,
10678528,2882560,15977216,,
10672128,2860288,16001536,,
10696192,2874112,16007936,,
10657024,2859008,15990784,,
11170048,3180800,16126720,,
10733312,2936832,15989760,,
10714624,2899200,15988736,,
10718720,2886400,15951616,,
10755584,2939392,15815936,,
10758144,2944768,15880192,,
10819584,2969344,15993088,,
10822912,2992640,15993600,,
10828032,2981888,16009216,,
10698240,2927360,15962112,,
10631424,2898176,15910656,,
10670080,2905088,15909376,,
10673920,2905088,15934464,,
10646784,2892800,15949312,,
10707968,2924032,15923712,,
10673920,2915072,15944192,,
10661376,2913024,15899648,,
10702592,2948096,15760896,,
10703360,2936576,15912448,,
10675456,2925824,15936000,,
10685952,2908160,15928320,,
10941952,3069184,16051200,,
10776064,2990848,15916800,,
10688000,2908416,15831040,,
10710016,2959104,15828480,,
10713088,2942976,15946240,,
10725632,2940672,15929088,,
10750464,2955264,15875328,,
10763520,3004160,15810816,,
10831872,3025152,15918080,,
10776576,3001344,15947776,,
10693888,2945536,15921664,,
10695936,2927104,15905024,,
10681856,2943744,15909120,,
10728704,2937600,15876352,,
10704640,2954496,15889408,,
10717696,2939136,15908096,,
10689792,2939392,15892992,,
10684160,2918144,15904768,,
10698240,2974208,15899392,,
10683648,2937344,15918336,,
10644480,2921472,15878912,,
10662400,2933504,15877120,,
10615296,2910208,15892224,,
11016704,3178240,16027392,,
10620160,2928128,15884288,,
10613248,2949376,15874560,,
10633728,2945280,15892480,,
10630144,2948608,15875584,,
10642432,2974976,15867392,,
10709504,2996992,15897856,,
10719744,3013888,15896064,,
10723328,3008768,15902208,,
10586112,2944000,15870720,,
10551040,2916096,15860480,,
10529280,2907392,15842048,,
10556928,2921728,15872512,,
10546688,2919680,15858432,,
10549504,2921728,15853824,,
10551808,2910720,15845376,,
10543104,2892800,15846912,,
10527232,2913280,15833856,,
10524672,2901504,15839232,,
10503680,2894848,15816704,,
10507008,2895104,15820800,,
10500096,2891776,15830528,,
10795776,3061504,15915520,,
10550528,2933248,15842304,,
10533120,2923520,15837440,,
10515456,2911744,15825152,,
10513152,2916096,15824384,,
10574848,2943232,15820032,,
10586112,2972672,15841792,,
10649600,3012608,15845632,,
10658304,3028736,15841536,,
10582528,2969088,15826944,,
10510336,2947072,15803136,,
10490112,2931712,15809536,,
10461440,2930688,15772672,,
10479872,2946048,15793920,,
10478336,2954752,15782400,,
10501376,2988800,15793152,,
10509056,2981632,15743232,,
10534144,3003648,15775232,,
10514432,2981888,15711744,,
10524160,3001344,15673088,,
10520832,3020544,15664640,,
10514176,3023360,15782144,,
10509056,3033344,15776000,,
10535168,3049728,15814400,,
10896128,3234048,15874048,,
10553856,3074560,15680000,,
10542080,3078912,15786752,,
10570240,3088896,15774464,,
10593280,3104256,15794176,,
10627328,3138816,15793152,,
10652928,3166720,15578112,,
10733824,3191552,15720448,,
10742528,3214592,15831296,,
10616576,3164672,15774720,,
10597632,3129600,15685376,,
10548992,3119360,15589376,,
10550272,3143680,15749632,,
10585088,3159552,15791872,,
10601984,3149824,15791104,,
10580992,3158784,15771904,,
10594304,3186432,15673600,,
10603264,3167232,15745024,,
10625792,3186176,15801600,,
10626304,3185920,15802112,,
10639872,3227392,15803904,,
10638592,3240448,15713792,,
10649856,3250688,15601920,,
10668288,3251200,15821056,,
10679808,3267328,15815936,,
11053312,3485440,15932160,,
10731264,3305728,15792384,,
10672640,3288576,15611648,,
10722560,3298048,15797504,,
10758144,3301120,15810048,,
10790400,3343360,15836672,,
10809600,3365632,15678976,,
10902272,3438848,15700224,,
10906624,3434240,15844864,,
10770176,3362560,15814656,,
10760448,3353856,15803904,,
10748416,3357696,15784960,,
10761472,3380480,15720192,,
10830592,3394560,15765760,,
10844160,3391232,15793920,,
10807296,3380736,15806976,,
10836736,3410688,15735808,,
10821120,3424000,15587072,,
10829568,3421184,15662080,,
10865920,3441152,15806208,,
10884096,3467008,15776000,,
10852608,3442688,15774976,,
10876160,3457792,15777280,,
10889472,3452416,15794944,,
10851584,3430400,15776512,,
11389440,3762688,15909632,,
10974464,3533824,15763456,,
11001600,3506688,15779072,,
10992896,3498240,15761152,,
11017984,3509504,15772928,,
11065344,3533056,15746816,,
11103744,3555328,15757056,,
11183872,3596288,15775232,,
11194880,3611648,15752960,,
11127808,3545856,15744256,,
11042560,3517184,15720448,,
11083264,3547904,15726336,,
11070208,3560192,15703552,,
11055360,3537152,15713024,,
11067648,3536384,15712256,,
11062784,3544832,15717376,,
11078400,3561472,15696128,,
11070976,3576064,15692800,,
11088640,3586048,15713536,,
11072000,3556864,15716608,,
11087872,3597056,15671296,,
11096064,3590912,15729408,,
11044352,3577600,15730944,,
11060480,3597568,15694848,,
11041792,3605248,15663360,,
11430656,3820032,15855360,,
11181568,3679488,15723008,,
11094272,3647232,15681536,,
11122432,3661056,15681792,,
11109376,3663360,15716864,,
11167744,3689984,15704064,,
11172864,3688192,15723008,,
11212288,3740928,15713024,,
11300096,3781888,15734784,,
11197952,3731200,15702272,,
11111424,3672064,15676928,,
11074816,3661824,15625984,,
11073024,3651328,15652352,,
11084032,3650048,15641088,,
11106048,3672832,15639552,,
11142144,3688192,15631616,,
11129856,3693312,15624960,,
11135744,3717888,15642624,,
11204864,3727872,15646976,,
11225344,3746816,15623424,,
11246336,3740928,15631104,,
11215360,3768832,15632640,,
11246592,3739136,15609344,,
11199744,3724032,15628544,,
11686400,3998720,15791872,,
11293952,3774976,15604224,,
11267072,3754496,15581440,,
11295744,3763968,15591680,,
11317504,3776768,15600128,,
11278848,3763712,15602432,,
11337728,3810304,15576832,,
11455232,3858688,15633408,,
11486464,3869696,15631872,,
11398144,3781632,15575040,,
11358208,3763200,15537152,,
11347712,3768832,15546880,,
11340288,3776768,15553792,,
11362560,3759104,15555584,,
11356160,3776000,15518464,,
11345664,3787264,15552256,,
11314176,3773184,15533824,,
11336704,3788032,15517696,,
11312384,3778816,15531008,,
11328512,3815168,15544832,,
11313664,3811840,15561728,,
11305728,3780608,15545856,,
11300608,3805696,15574272,,
11266304,3773696,15582208,,
11845120,4115456,15756288,,
11330816,3850496,15572224,,
11277824,3838208,15613696,,
11332352,3849472,15606784,,
11347968,3851008,15637760,,
11403520,3874304,15649536,,
11426816,3917056,15661568,,
11474688,3937024,15690240,,
11513344,3953408,15670016,,
11376128,3869440,15634944,,
11350528,3853312,15628800,,
11344384,3827456,15609600,,
11378944,3851264,15614720,,
11401472,3866880,15587584,,
11417600,3873792,15592448,,
11414016,3893248,15596032,,
11446784,3889664,15577856,,
11440128,3891968,15591168,,
11454208,3890688,15573248,,
11466496,3896064,15584256,,
11532032,3920640,15573248,,
11486720,3890944,15552768,,
11487488,3901440,15565824,,
11479040,3892992,15565824,,
11680256,4010752,15646976,,
11634176,4001024,15552256,,
11558400,3906816,15559424,,
11579136,3912960,15550720,,
11608320,3942656,15540480,,
11613184,3935744,15530496,,
11674880,3969280,15540736,,
11761920,4012288,15541248,,
11796224,4033024,15557376,,
11790336,4013824,15546112,,
11653120,3958528,15526400,,
11635456,3949824,15501312,,
11626496,3934976,15519744,,
11622656,3937536,15499264,,
11660032,3970048,15513344,,
11663360,3976960,15510016,,
11693056,4000256,15501056,,
11692032,4004096,15508992,,
11703808,3996160,15525888,,
11728896,4016128,15527936,,
11723008,3998976,15512576,,
11736832,4029440,15515904,,
11724032,4032000,15501568,,
11766784,4038656,15515392,,
11778816,4045824,15488512,,
12020224,4179456,15599360,,
11822336,4119808,15521536,,
11791104,4072704,15527168,,
11781376,4062976,15523072,,
11794432,4057344,15520512,,
11809280,4075520,15526656,,
11883264,4112896,15521792,,
11886080,4147200,15532032,,
11949568,4182016,15558400,,
11886592,4157696,15545856,,
11762432,4083968,15511552,,
11764736,4074496,15497984,,
11776512,4085248,15500288,,
11778304,4089344,15506688,,
11782400,4095744,15511808,,
11805952,4097536,15498240,,
11749888,4080384,15509504,,
11763968,4068352,15507456,,
11755520,4091136,15514368,,
11752704,4104704,15477760,,
11806208,4122624,15500800,,
11806208,4112896,15493888,,
11786240,4100608,15474432,,
11795968,4097280,15459584,,
11763968,4088064,15475968,,
11842816,4129792,15539456,,
11840000,4124160,15493632,,
11790592,4120064,15436544,,
11792384,4110848,15439872,,
11837696,4127232,15455744,,
11849984,4161792,15439360,,
11865600,4168704,15437056,,
11936768,4219648,15452160,,
12029440,4258816,15491584,,
12004864,4239616,15443200,,
11857920,4173312,15409920,,
11835904,4170752,15399680,,
11818752,4146944,15399168,,
11798784,4166400,15389696,,
11819264,4158208,15400192,,
11833344,4164608,15407360,,
11835392,4186624,15392000,,
11762944,4146944,15360768,,
11795456,4180480,15381760,,
11808256,4197376,15387904,,
11811328,4189696,15392256,,
11866368,4252416,15373056,,
11798784,4219904,15391232,,
11818240,4200448,15383296,,
11815680,4217856,15379200,,
11932672,4302336,15451904,,
11880448,4304640,15386368,,
11846656,4234752,15384064,,
11825152,4237824,15388416,,
11799808,4257024,15377664,,
11782400,4249344,15374080,,
11841792,4262400,15391232,,
11897088,4331776,15418112,,
11917568,4341248,15413760,,
11921664,4336128,15420672,,
11790848,4273408,15389952,,
11766528,4266752,15339776,,
11736832,4252416,15374080,,
11765248,4246528,15360768,,
11736576,4256256,15365376,,
11787264,4264192,15368448,,
11747328,4265984,15369728,,
11729408,4257024,15361024,,
11751168,4252928,15345152,,
11744256,4269056,15356160,,
11734272,4277504,15362304,,
11709184,4274688,15359744,,
11707392,4257536,15369984,,
11678208,4259584,15350784,,
11689216,4251392,15363328,,
11720960,4253184,15387648,,
12030976,4452864,15460352,,
11734784,4295936,15361280,,
11730944,4266496,15341312,,
11736576,4301312,15357696,,
11719936,4271616,15350016,,
11760384,4314368,15319040,,
11812608,4338944,15383296,,
11908352,4410112,15386880,,
11869440,4393984,15376640,,
11755520,4333824,15302912,,
11712768,4290560,15212288,,
11709952,4285184,15228160,,
11665152,4284672,15151104,,
11671296,4278784,15187712,,
11736064,4292352,15292416,,
11765760,4304896,15289344,,
11725824,4283392,15307520,,
11727360,4297472,15159552,,
11732992,4294400,15149824,,
11749376,4303872,15256320,,
11782144,4334336,15272704,,
11766784,4334336,15274240,,
11708672,4300032,15197696,,
11743744,4320000,15218944,,
11764480,4315392,15270656,,
12215808,4580864,15426560,,
11814400,4382720,15247104,,
11806720,4359168,15106048,,
11800832,4343808,15288832,,
11804416,4343808,15283712,,
11802880,4365312,15230464,,
11830272,4390400,15150592,,
11936256,4421376,15254016,,
11956992,4427520,15334912,,
11830528,4360704,15280896,,
11786496,4313856,15291648,,
11768320,4327936,15245824,,
11739904,4305408,15149056,,
11751936,4307712,15278080,,
11762944,4339456,15282944,,
11731968,4319744,15282432,,
11747584,4344576,15268352,,
11709440,4348416,15109888,,
11699456,4358656,15150336,,
11736320,4365824,15274496,,
11760896,4383232,15317760,,
11737088,4384256,15271936,,
11698688,4389632,15113728,,
11708416,4396288,15179520,,
11989504,4506624,15403008,,
11804672,4454400,15300352,,
11731456,4397824,15291136,,
11713280,4409856,15077888,,
11733504,4410624,15240960,,
11769344,4436224,15298816,,
11788288,4443136,15299840,,
11851520,4507648,15297792,,
11926528,4549120,15208448,,
11880192,4520704,15257344,,
11794176,4452608,15271424,,
11737856,4432640,15265792,,
11725056,4416256,15172352,,
11726336,4434688,15113984,,
11739136,4443904,15227136,,
11739136,4449024,15261440,,
11718400,4448768,15246848,,
11735808,4457984,15078144,,
11729664,4436736,15058688,,
11738368,4450816,15186944,,
11801856,4495104,15259648,,
11790592,4496384,15240704,,
11786496,4494848,15257088,,
11761664,4501504,15272960,,
11769344,4494080,15286016,,
12011520,4672000,15220992,,
11781120,4553728,15226368,,
11792384,4566272,15275264,,
11773184,4547072,15287808,,
11815168,4591360,15306496,,
11840512,4598016,15292416,,
11866112,4653824,15212800,,
11979776,4692480,15334656,,
11964672,4710400,15341568,,
11834112,4650496,15328512,,
11798784,4606976,15306752,,
11815936,4613120,1.52973E+15,4763136,15348992
11878912,4748288,15337216,,
11851264,4761088,1.53216E+14,15402240,
12020736,4833280,15350272,,
11895808,4763136,15348992,,
11878912,4748288,15337216,,
11851264,4761088,15321600,,
11961856,4750592,15261440,,
11922944,4810240,15337472,,
12078592,4841728,15344384,,
11995648,4827136,15365120,,
11928064,4829440,15358208,,
11910656,4812800,15360256,,
11924992,4814080,15327744,,
11936256,4824320,15316224,,
11903232,4836096,15317760,,
11989760,4869888,15321856,,
11932160,4817408,15304448,,
11938560,4829440,15309312,,
11943424,4838144,15284736,,
12011776,4863744,15335680,,
12177920,4975104,15369472,,
11974400,4865792,15295744,,
11935488,4840448,15289600,,
12017664,4871168,15305472,,
12007936,4862976,15286016,,
12016384,4871680,15301376,,
12098048,4914176,15318784,,
12160000,4961024,15340800,,
12150016,4953344,15309312,,
12035840,4889344,15283456,,
11983616,4832256,15274752,,
12003072,4860160,15275008,,
12003584,4846848,15238400,,
12004352,4872192,15244800,,
11998208,4866816,15256576,,
12028160,4887552,15265536,,
11989248,4868608,15244800,,
12014848,4883456,15253248,,
12015872,4889600,15253504,,
12028160,4874240,15265536,,
12032512,4879104,15231488,,
12016640,4885760,15252992,,
12006400,4893184,15244544,,
11985920,4875008,15236352,,
11983360,4898560,15232000,,
11987968,4873984,15227392,,
12438272,5134336,15401728,,
12091648,4964096,15248128,,
12025600,4905728,15242496,,
12023552,4903424,15237632,,
12064512,4915968,15249920,,
12110592,4942080,15240704,,
12126208,4940800,15260160,,
12199936,5010944,15284992,,
12239104,5022464,15288320,,
12123136,4969728,15264512,,
12055296,4927232,15234816,,
12012800,4893696,15217664,,
11987200,4869632,15225856,,
12007680,4875520,15223552,,
11996672,4873984,15228416,,
12017152,4857600,15236096,,
12030208,4860672,15250432,,
12022784,4860928,15248384,,
12010240,4854272,15236352,,
12029440,4845312,15244544,,
12048640,4847872,15265024,,
12048640,4826112,15260672,,
12012800,4836864,15270400,,
12052480,4825344,15276288,,
11990272,4801536,15263744,,
12047104,4826624,15286528,,
12051712,4806400,15273984,,
12535808,5062912,15445760,,
12066304,4798976,15303168,,
12069376,4770304,15305728,,
12097280,4771584,15307264,,
12105728,4782592,15315200,,
12134400,4799488,15313920,,
12162816,4810752,15346432,,
12216064,4852224,15371776,,
12237056,4855296,15366656,,
12153600,4778240,15327744,,
12049152,4733952,15322368,,
12086016,4733440,15326720,,
12141824,4743168,15328000,,
12158976,4729600,15330816,,
12140288,4706304,15342336,,
12193536,4708352,15356416,,
12203520,4705280,15357952,,
12241664,4715520,15351808,,
12213504,4697088,15357952,,
12201728,4686336,15365632,,
12218368,4693760,15379968,,
12195328,4677888,15381248,,
12242432,4680448,15412224,,
12226560,4662016,15407872,,
12231424,4670464,15403264,,
12270848,4680192,15393280,,
12310784,4694528,15437824,,
12518912,4805632,15506432,,
12317440,4659968,15416320,,
12302848,4641792,15396096,,
12323072,4649216,15416832,,
12365568,4656640,15429120,,
12405760,4662016,15452672,,
12453632,4691968,15465472,,
12492288,4720896,15483392,,
12522752,4729088,15487488,,
12418560,4650240,15453696,,
12358400,4608768,15441408,,
12353280,4602880,15408640,,
12258816,4591360,15453440,,
12369920,4597248,15440128,,
12378112,4608000,15440896,,
12369920,4591872,15452160,,
12380160,4601344,15451136,,
12351232,4600832,15452928,,
12365312,4571904,15457792,,
12328192,4570368,15473408,,
12360960,4568832,15427072,,
12376064,4580608,15435008,,
12413440,4599296,15457280,,
12362752,4554496,15429120,,
12372736,4583168,15454976,,
12389632,4564224,15453440,,
12813568,4806912,15629568,,
12414464,4592384,15455744,,
12377600,4553728,15481344,,
12367360,4552704,15450880,,
12394752,4563456,15461120,,
12370176,4554496,15470336,,
12410624,4582400,15492096,,
12503552,4616704,15503360,,
12542464,4670976,15522304,,
12450816,4582656,15494400,,
12309760,4506624,15446016,,
12289792,4502272,15455744,,
12272896,4481280,15435520,,
12299008,4483072,15431680,,
12305152,4482048,15440128,,
12259584,4492032,15448064,,
12246272,4473344,15443200,,
12256512,4491008,15449088,,
12249088,4469760,15430144,,
12227072,4478464,15443200,,
12211200,4481792,15426304,,
12245504,4484608,15440384,,
12205824,4472832,15437056,,
12150272,4455168,15438336,,
12184832,4470272,15456256,,
12451584,4617472,15580160,,
12208384,4531712,15474688,,
12141568,4464640,15467776,,
12137216,4466688,15451648,,
12152576,4460288,15453696,,
12165632,4481280,15482368,,
12171520,4474368,15479296,,
12251392,4526848,15509504,,
12294656,4564736,15512576,,
12224768,4520704,15504640,,
12108032,4459520,15465472,,
12066304,4438272,15478784,,
12062976,4453888,15474432,,
12068352,4444928,15462912,,
12117504,4467712,15463424,,
12086272,4449280,15485440,,
12099584,4458752,15488256,,
12087552,4444160,15466496,,
12095488,4456192,15445248,,
12149760,4464896,15456512,,
12110080,4456704,15463424,,
12158464,4498432,15471616,,
12155648,4488960,15473664,,
12093696,4477184,15463680,,
12135424,4483840,15478784,,
12147456,4470016,15524096,,
12383744,4647936,15574528,,
12158976,4524800,15504896,,
12114176,4498944,15479808,,
12115200,4513024,15495424,,
12135424,4518912,15503872,,
12140544,4526336,15528704,,
12205056,4558848,15527168,,
12264960,4606464,15545088,,
12286464,4603648,15533568,,
12153344,4537088,15520000,,
12092416,4492288,15507456,,
12100096,4500992,15474944,,
12121856,4518912,15485952,,
12132096,4501504,15486464,,
12111872,4523008,15493888,,
12127744,4511488,15488256,,
12126208,4524032,15484416,,
12157952,4530432,15484160,,
12174336,4535808,15484416,,
12136960,4519424,15512576,,
12161536,4515072,15502080,,
12204544,4554240,15492096,,
12192256,4528640,15501824,,
12210944,4545024,15486208,,
12164608,4519936,15473408,,
12214784,4542720,15521792,,
12473856,4691968,15604736,,
12215040,4556288,15520768,,
12194816,4548352,15511808,,
12207616,4558848,15497216,,
12218624,4566016,15517440,,
12236288,4569856,15526656,,
12337152,4627712,15544576,,
12395520,4648704,15565824,,
12383488,4644608,15550976,,
12235776,4561920,15515392,,
12212480,4558336,15502848,,
12222720,4539904,15501056,,
12234240,4557056,15515904,,
12227328,4557568,15499264,,
12246272,4557824,15497728,,
12256000,4562688,15494144,,
12231424,4560896,15500288,,
12239104,4572416,15497472,,
12232704,4563968,15507456,,
12195840,4569856,15506432,,
12222976,4568320,15504640,,
12276224,4606208,15504896,,
12268544,4592640,15493376,,
12246016,4595968,15497216,,
12253696,4578816,15487232,,
12554240,4753152,15614976,,
12289280,4637440,15514112,,
12267776,4611072,15502080,,
12240128,4597248,15489280,,
12248064,4586240,15510016,,
12277760,4617728,15519232,,
12320000,4622336,15507200,,
12416512,4701952,15544064,,
12453120,4707584,15542784,,
12386560,4674304,15521792,,
12226816,4600832,15483392,,
12230656,4605696,15489792,,
12262400,4608768,15464960,,
12224512,4599040,15491840,,
12235520,4587776,15488000,,
12241408,4605184,15467008,,
12240896,4610816,15477760,,
12233728,4605440,15471360,,
12230912,4613376,15490560,,
12240128,4603136,15467776,,
12276224,4631552,15481856,,
12227840,4605440,15448320,,
12228352,4614656,15459840,,
12223744,4612096,15467264,,
12531968,4788480,15579136,,
12299008,4701952,15468288,,
12240640,4640768,15477248,,
12214016,4639488,15463680,,
12242432,4619776,15474944,,
12254208,4664576,15484160,,
12291328,4656384,15480320,,
12335360,4708096,15505152,,
12400128,4742656,15521536,,
12351488,4741888,15515136,,
12200704,4648192,15470336,,
12171520,4638208,15463168,,
12176640,4640512,15461120,,
12173824,4654592,15454720,,
12161280,4635136,15444992,,
12162048,4662016,15444736,,
12132608,4649728,15458304,,
12154624,4635904,15450624,,
12127232,4637696,15449600,,
12144384,4642816,15448832,,
12108288,4638464,15458560,,
12165376,4664064,15444736,,
12162048,4692736,15446784,,
12154112,4677376,15450624,,
12178688,4702976,15462912,,
12153600,4694528,15456512,,
12470016,4865536,15595776,,
12245760,4779520,15468544,,
12162816,4722432,15450624,,
12172544,4727552,15469312,,
12198400,4734208,15478528,,
12217088,4756992,15472384,,
12225280,4763136,15480832,,
12303872,4814336,15509248,,
12363264,4858624,15525120,,
12307456,4824576,15513344,,
12204544,4762112,15462912,,
12187904,4758016,15470080,,
12193024,4765440,15462400,,
12187392,4769536,15451904,,
12162304,4761088,15460096,,
12196608,4781312,15457024,,
12189184,4782592,15461376,,
12231168,4791040,15456512,,
12201984,4807936,15471104,,
12213504,4797440,15464192,,
12185088,4776192,15444224,,
12212992,4773632,15443712,,
12215296,4778240,15443456,,
12249600,4808448,15449856,,
12247040,4791040,15447040,,
12247808,4787456,15429888,,
12236800,4769792,15407104,,
12726528,5062656,15609856,,
12326400,4833280,15432704,,
12251392,4807424,15426048,,
12305408,4823808,15415296,,
12316928,4819200,15429632,,
12334592,4838912,15428864,,
12354560,4848384,15454208,,
12449536,4895232,15474688,,
12485120,4917504,15475968,,
12406272,4874752,15442688,,
12294656,4815360,15433472,,
12255744,4814080,15415040,,
12349184,4832512,15393536,,
12338432,4834560,15401216,,
12360960,4814336,15388416,,
12348928,4816896,15399680,,
12374272,4839936,15393024,,
12346368,4850944,15405824,,
12382208,4835584,15380480,,
12379136,4851456,15388160,,
